Title,Title_CKIP,Category
無法在家等收貨 智能櫃進駐超商、高捷,無法　在　家　等　收貨　智能櫃　進駐　超商　、　高捷,o
機捷試營運  鼓勵免費刷電子票,機捷　試營運　鼓勵　免費　刷　電子票,e
迎開學 高鐵推大學生返校5折優惠,迎　開學　高鐵　推　大學生　返校　5　折　優惠,e
陳文淵接勤益校長 林陵三盼為中捷舉才,陳文淵　接　勤益　校長　林陵　三　盼　為　中捷　舉才,o
高鐵邀賞蘭展  車票8折優惠套票,高鐵　邀賞蘭展　車票　8　折　優惠　套票,e
高鐵鼓勵旅客「由『港』而發」 免費車票天天抽,高鐵　鼓勵　旅客　「　由　『　港　』　而　發　」　免費　車票　天天　抽,e
高鐵南港站打知名度  送免費乘車兌換券,高鐵　南港　站　打　知名度　送　免費　乘車　兌換券,e
因應燈會、國際馬拉松 高捷延長、提前發車,因應　燈會　、　國際　馬拉松　高捷　延長　、　提前　發車,t
台北燈節遊行展開 北捷西門站增3萬運量,台北　燈節　遊行　展開　北捷　西門　站增　3萬　運量,t
台中捷運首列車廂 遊行亮相,台中　捷運　首　列　車廂　遊行　亮相,o
曾抱怨不必多次動工 柯P今再為萬大線舉行動土,曾　抱怨　不必　多　次　動工　柯　P　今　再　為　萬大　線　舉行　動土,o
台中捷運綠線首列車 今展示遊行亮相,台中　捷運　綠線首　列車　今　展示　遊行　亮相,o
中捷電聯車市區遊行  上千民眾爭相拍照,中捷　電聯車　市區　遊行　上千　民眾　爭相　拍照,o
機捷試營運 每天2萬人次參加,機捷　試營運　每　天　2萬　人次　參加,t
顏值最高桃捷試乘團 亮相,顏值　最　高　桃捷試　乘　團　亮相,o
推動捷運黃線  高市府結合立委出擊,推動　捷運　黃　線　高　市府　結合　立委　出擊,o
搭機捷玩台茂 免費接駁再送200元,搭機　捷玩台茂　免費　接駁　再　送　200　元,e
機捷開放個人試乘 柯P體驗讚品質好,機捷　開放　個　人　試　乘　柯　P　體驗　讚　品質　好,o
台茂機捷A10假日接駁車 好禮1加1,台茂機捷　A　10　假日　接駁　車　好禮　1　加　1,e
預辦登機系統明啟用 桃機將評估擴大服務可行性,預　辦　登機　系統　明　啟用　桃機　將　評估　擴大　服務　可行性,s
柯P視察行旅廣場 要西區門戶計畫趕在世大運前完成,柯　P　視察　行旅　廣場　要　西區　門戶　計畫　趕　在　世大運　前　完成,o
騎士擦撞輕軌致掉漆  高捷不排除求償,騎士　擦撞　輕　軌致掉漆　高捷　不　排除　求償,o
機捷預辦登機 海關進駐台北站,機捷預　辦　登機　海關　進駐　台北　站,o
慶祝桃捷個人自由試乘 桃機各廠商祭優惠,慶祝　桃捷　個　人　自由　試　乘　桃機　各　廠商　祭　優惠,e
高捷跨足經營電信事業 NCC准了,高捷　跨足　經營　電信　事業　NCC　准　了,o
機捷開放個人試乘 台茂18日免費接駁再送商品券,機捷　開放　個　人　試　乘　台茂　18　日　免費　接駁　再　送　商品券,e
機捷今開放自由試乘 民眾大讚平穩,機捷今　開放　自由　試　乘　民眾　大讚　平穩,o
機捷通車 北市消保官嚴查台北地下街商家,機捷　通車　北市　消保官嚴查　台北　地下街　商家,o
桃園高鐵站國際客試搭 讚機捷便利,桃園　高鐵　站　國際　客試搭　讚機捷　便利,o
機捷自由試乘首日 一航廈站閘門被撞壞,機捷　自由　試　乘　首日　一　航廈　站　閘門　被　撞壞,o
外國使節團試乘機捷 鄭文燦：積極與世界交流,外國　使節團　試　乘機　捷　鄭文燦　：　積極　與　世界　交流,o
228假期高鐵疏運 加開6班車,228　假期　高鐵　疏運　加開　6　班車,t
台灣高鐵經驗海外輸出 首次競標失利,台灣高鐵　經驗　海外　輸出　首　次　競標　失利,o
機捷通車 21世紀不動產：桃園市房價最快5年有機會追上新北,機捷　通車　21世紀　不動產　：　桃園市　房價　最　快　5　年　有　機會　追上　新北,o
美化新店安坑輕軌捷運圍籬 學子各展創意,美化　新店　安坑　輕　軌　捷運　圍籬　學子　各　展　創意,o
機捷裂軌換好 委原廠及第三單位調查,機捷裂軌　換好　委　原廠　及第　三　單位　調查,o
二二八連假 高鐵加開自由座列車,二二八　連假　高鐵　加開　自由座　列車,t
迎228連假 高鐵今明增開兩加班車,迎　228　連假　高鐵　今明　增開　兩　加班車,t
淡海輕軌被柯文哲酸 新北捷運局反駁,淡海　輕　軌　被　柯　文哲　酸　新　北　捷運局　反駁,o
清理空調設備 北捷研發「伸縮自如手臂」,清理　空調　設備　北捷　研發　「　伸縮　自如　手臂　」,o
二二八連假  出國試乘機捷省時間,二二八　連假　出國　試　乘機　捷　省　時間,o
桃捷「通勤135」團體優惠 比季票更便宜,桃捷　「　通勤　135　」　團體　優惠　比　季　票　更　便宜,e
視察機捷  鄭文燦：試營運展現交通效益,視察　機捷　鄭文燦　：　試營運　展現　交通　效益,o
連假收假  高鐵下午晚間加開列車,連假　收假　高鐵　下午　晚間　加開　列車,t
民眾熱情捧場  賀陳旦：機捷最佳分數,民眾　熱情　捧場　賀陳旦　：　機　捷　最佳　分數,o
機捷試營運打幾分？賀陳旦：民眾捧場是最好評分,機捷　試營運　打　幾　分　？　賀陳旦　：　民眾　捧場　是　最好　評分,o
機捷通車  交長：運量絕非靠運價打折,機捷　通車　交長　：　運量　絕非　靠　運價　打折,o
機捷通車  首月票價5折,機捷　通車　首　月　票價　5　折,e
機捷營運  首月5折另有優惠專案,機捷　營運　首　月　5　折　另　有　優惠　專案,e
機捷開通 首班旅客：出國更方便了,機捷　開通　首　班　旅客　：　出國　更　方便　了,o
機場捷運正式通車 首月票價5折,機場捷運　正式　通車　首　月　票價　5　折,e
機捷正式通車首日 鄭文燦要大家乖乖搭車,機捷　正式　通車　首日　鄭文燦　要　大家　乖乖　搭　車,o
高捷賺了  衝運量兼擴大勞務,高捷　賺　了　衝　運量　兼　擴大　勞務,o
機捷A1台北站轉乘  吉祥物VR影片來帶路,機捷　A　1　台北　站　轉乘　吉祥物　VR　影片　來　帶路,e
催淚 視障女高鐵站為阿母獻唱「感謝你的愛」,催　淚　視障女　高鐵　站　為　阿母　獻唱　「　感謝　你　的　愛　」,e
北捷雞年紀念車票  21日開賣,北捷　雞年　紀念　車票　21　日　開賣,e
機捷可望元宵通車？ 桃捷：尚未取得營運許可,機捷　可望　元宵　通車　？　桃捷　：　尚未　取得　營運　許可,o
機捷履勘改善完成  交部將發營運許可,機捷履勘　改善　完成　交　部將　發　營運　許可,s
三鐵共站動線不友善  議員促左營站改善,三鐵　共　站　動線　不　友善　議員　促　左營　站　改善,s
高鐵228連假加班車 周六開放訂票,高鐵　228　連假　加班　車　周六　開放　訂　票,e
機場捷運營運許可及通車時間  25日公布,機場捷運　營運　許可　及　通車　時間　25日　公布,s
張花冠宣布 25日起至元宵節兩條電動公車路線免費搭,張　花冠　宣布　25　日　起　至　元宵節　兩　條　電動　公車　路線　免費　搭,t
機場捷運何時通？鄭文燦：今年3月初,機場捷運　何時　通　？　鄭文燦　：　今年　3月　初,o
機捷試乘遇地震  減速慢行3秒,機捷試　乘　遇　地震　減速　慢　行　3　秒,t
機捷免費試乘團體限6站 自由行全線進出,機捷　免費　試　乘　團體　限　6　站　自由行　全線　進出,e
女警「聞雞起舞」 高鐵左營站示範防身舞,女警　「　聞雞起舞　」　高鐵　左營　站　示範　防身　舞,o
高鐵親友團試乘機捷：上下坡平穩,高鐵　親友　團試　乘機　捷　：　上　下坡　平穩,o
機捷試乘  前半月團體後半月個人,機捷試　乘　前　半　月　團體　後　半　月　個　人,o
搜集試營運數據 機捷：請民眾多用卡,搜集　試營運　數據　機捷　：　請　民眾　多　用　卡,o
機捷試營運  首班車乘客樂歡天,機捷　試營運　首　班車　乘客　樂歡　天,o
打造城際接駁  喜迎台灣燈會,打造　城　際　接駁　喜迎　台灣　燈會,e
機捷隔音牆反釀巨大噪音 高鐵局：2個月內完成評估,機捷　隔音　牆反釀　巨大　噪音　高鐵局　：　2　個　月　內　完成　評估,s
機捷略搖晃  桃捷：科學數據逐步調整,機捷略　搖晃　桃捷　：　科學　數據　逐步　調整,o
高鐵贈票助病童 寒假親子遊台中,高鐵　贈　票助　病童　寒假　親子　遊　台中,e
熟年優惠擴及60到65歲？高鐵澄清：謠傳！,熟年　優惠　擴及　60　到　65　歲　？　高鐵　澄清　：　謠傳　！,o
桃捷：歡迎民團、沿線里民組團報名試乘,桃捷　：　歡迎　民團　、　沿線　里民　組團　報名　試　乘,o
桃捷：通車後不宣導手扶梯靠右站,桃捷　：　通車　後　不　宣導　手　扶梯　靠　右　站,s
台中捷運首輛電聯車抵台中港 12日遊街睹風采,台中　捷運　首　輛　電聯車　抵　台中港　12　日　遊街　睹　風采,o
小小鐵道迷搭機捷  關懷協會嘗鮮,小小　鐵道　迷　搭機　捷　關懷　協會　嘗鮮,o
白化症鐵道迷試乘機捷 桃捷研擬放大字體,白化症　鐵道　迷　試　乘機　捷　桃捷　研擬　放大　字體,o
中捷G14有站無路？林佳龍：繞一下還是找的到路,中捷　G　14　有　站　無　路　？　林　佳龍　：　繞　一下　還是　找　的　到　路,o
機捷免費試乘 台茂18日推假日接駁車,機捷　免費　試　乘　台茂　18日　推　假日　接駁　車,e
搶攻機場捷運商機 百貨業推新企劃,搶攻　機場捷運　商機　百貨業　推　新企　劃,o
桃捷無障礙設施 身障團體：還有改善空間,桃捷　無　障礙　設施　身障　團體　：　還　有　改善　空間,s
高鐵車廂字幕 竟出現「誰家老婆上錯床」,高鐵　車廂　字幕　竟　出現　「　誰　家　老婆　上錯　床　」,o
燈會熱潮  高鐵雲林站單日破3.3萬人,燈會　熱潮　高鐵　雲林站　單日　破　3.3　萬　人,t
機場捷運16日起  開放自由試乘,機場捷運　16　日　起　開放　自由　試　乘,e
預掛行李好輕鬆 桃機市區預辦登機服務啟用,預掛　行李　好　輕鬆　桃機　市區　預　辦　登機　服務　啟用,s
機捷16日全線自由試乘 每日限量2萬人,機捷　16　日　全線　自由　試　乘　每　日　限量　2萬　人,e
高捷要鋪纜  提升隧道通訊頻寬,高捷　要　鋪纜　提升　隧道　通訊　頻寬,s
機場捷運16日開放自由試乘 每天限量約2萬人,機場捷運　16日　開放　自由　試　乘　每　天　限量　約　2萬　人,e
機捷自由試乘 台北站每時段1200張,機捷　自由　試　乘　台北站　每　時段　1200　張,e
機捷開放民眾自由試乘  發放2萬號碼牌,機捷　開放　民眾　自由　試　乘　發放　2萬　號碼牌,e
機捷自由試乘  民眾開心排隊嘗鮮,機捷　自由　試　乘　民眾　開心　排隊　嘗鮮,e
市區預辦登機  不搭機捷也可免費用,市區　預　辦　登機　不　搭機　捷　也　可　免費　用,o
機捷預辦登機快速   託運行李1件2分鐘,機捷預　辦　登機　快速　託運　行李　1　件　2　分鐘,o
高鐵二二八假期增6班尖峰加班車 18日開訂,高鐵　二二八　假期　增　6　班　尖峰　加班車　18日　開訂,t
機捷試乘 預辦登機託運行李一次搞懂,機捷試　乘　預辦　登機　託運　行李　一　次　搞懂,o
機捷A8票發完 阿基師來送餐卷,機捷　A　8　票　發完　阿基師　來　送　餐卷,e
機捷今開放自由試乘 民眾早起搶頭香,機捷今　開放　自由　試　乘　民眾　早起　搶　頭香,o
機捷A9A緊急避難車站鋼軌斷裂 桃捷：不影響安全,機捷　A9A　緊急　避難　車站　鋼軌　斷裂　桃捷　：　不　影響　安全,s
桃捷檢修發現鋼軌裂縫  暫採魚尾板夾固定,桃捷　檢修　發現　鋼軌　裂縫　暫　採　魚尾板　夾　固定,s
機捷鋼軌發現裂縫 高鐵局：安全無虞,機捷　鋼軌　發現　裂縫　高鐵局　：　安全　無虞,s
